resi_id,layanan,id_gudang,berat_paket,estimasi_hari,hari_pengiriman,metode_pembayaran
NST-2603-06053,Reguler,WH-JKT01,9.54,5,8,Transfer Bank
NST-2603-06054,Reguler,WH-SUB03,8.69,4,3,COD
NST-2603-06055,Express,WH-JKT01,3.16,1,2,E-Wallet
NST-2603-06056,Reguler,WH-SUB03,10.47,4,7,Transfer Bank
NST-2603-06057,Reguler,WH-BDO02,2.31,4,5,COD
NST-2603-06058,Reguler,WH-KNO04,9.02,5,7,Kartu Kredit
NST-2603-06059,Express,WH-KNO04,,2,3,COD
NST-2603-06060,Express,WH-JKT01,3.03,1,1,COD
NST-2603-06061,Reguler,WH-JKT01,10.41,4,3,COD
NST-2603-06062,Reguler,WH-BDO02,11.73,5,5,E-Wallet
NST-2603-06063,Reguler,WH-UPG05,9.0,5,6,Transfer Bank
NST-2603-06064,Reguler,WH-SUB03,12.81,3,4,Transfer Bank
NST-2603-06065,Reguler,WH-BDO02,8.58,4,6,COD
NST-2603-06066,Express,WH-BDO02,4.08,1,3,Kartu Kredit
NST-2603-06067,Reguler,WH-JKT01,4.81,4,7,Kartu Kredit
NST-2603-06068,Reguler,WH-JKT01,12.66,3,2,Transfer Bank
NST-2603-06069,Reguler,WH-UPG05,11.53,3,5,Kartu Kredit
NST-2603-06070,Reguler,WH-UPG05,10.35,3,2,COD
NST-2603-06071,Kargo,WH-JKT01,68.03,7,10,Transfer Bank
NST-2603-06072,Reguler,WH-KNO04,14.98,4,3,Transfer Bank
NST-2603-06073,Reguler,WH-UPG05,8.05,3,5,Kartu Kredit
NST-2603-06074,Reguler,WH-BDO02,10.36,3,2,Transfer Bank
NST-2603-06075,Reguler,WH-JKT01,12.53,5,6,E-Wallet
NST-2603-06076,Reguler,WH-SUB03,14.23,3,2,COD
NST-2603-06077,Reguler,WH-SUB03,1.78,4,7,E-Wallet
NST-2603-06078,Reguler,WH-KNO04,2.12,5,6,Transfer Bank
NST-2603-06079,Reguler,WH-JKT01,2.02,5,8,Kartu Kredit
NST-2603-06080,Reguler,WH-BDO02,1.76,5,6,E-Wallet
NST-2603-06081,Reguler,WH-KNO04,13.08,4,4,E-Wallet
NST-2603-06082,Sameday,WH-BDO02,2.68,1,1,E-Wallet
NST-2603-06083,Reguler,WH-SUB03,9.78,4,6,Kartu Kredit
NST-2603-06084,Reguler,WH-BDO02,4.09,3,4,Kartu Kredit
NST-2603-06085,Reguler,WH-SUB03,1.24,4,5,Transfer Bank
NST-2603-06086,Reguler,WH-UPG05,,4,6,Kartu Kredit
NST-2603-06087,Express,WH-SUB03,1.23,2,3,E-Wallet
NST-2603-06088,Reguler,WH-SUB03,13.4,5,7,Transfer Bank
NST-2603-06089,Express,WH-KNO04,3.52,2,3,Kartu Kredit
NST-2603-06090,Reguler,WH-KNO04,5.82,5,5,COD
NST-2603-06091,Reguler,WH-JKT01,11.44,5,4,Kartu Kredit
NST-2603-06092,Express,WH-JKT01,3.31,2,4,Kartu Kredit
NST-2603-06093,Reguler,WH-SUB03,13.92,4,6,Transfer Bank
NST-2603-06094,Reguler,WH-UPG05,10.79,3,6,Transfer Bank
NST-2603-06095,Reguler,WH-JKT01,11.77,5,4,Transfer Bank
NST-2603-06096,Express,WH-SUB03,2.29,2,2,COD
NST-2603-06097,Reguler,WH-KNO04,4.68,5,8,COD
NST-2603-06098,Kargo,WH-JKT01,36.21,5,6,Kartu Kredit
NST-2603-06099,Reguler,WH-JKT01,14.12,3,2,Kartu Kredit
NST-2603-06100,Kargo,WH-SUB03,77.19,6,8,Transfer Bank
NST-2603-06101,Reguler,WH-SUB03,5.83,3,3,Transfer Bank
NST-2603-06102,Express,WH-BDO02,2.6,2,2,COD
NST-2603-06103,Reguler,WH-BDO02,1.15,3,5,COD
NST-2603-06104,Kargo,WH-UPG05,28.13,5,10,Transfer Bank
NST-2603-06105,Reguler,WH-JKT01,1.01,5,5,Kartu Kredit
NST-2603-06106,Reguler,WH-BDO02,11.5,3,3,COD
NST-2603-06107,Reguler,WH-SUB03,14.71,3,6,Transfer Bank
NST-2603-06108,Reguler,WH-JKT01,7.55,4,4,Transfer Bank
NST-2603-06109,Reguler,WH-BDO02,14.67,5,8,Transfer Bank
NST-2603-06110,Kargo,WH-UPG05,35.23,6,6,COD
NST-2603-06111,Sameday,WH-UPG05,0.69,1,2,Kartu Kredit
NST-2603-06112,Reguler,WH-UPG05,5.15,5,8,COD
NST-2603-06113,Kargo,WH-UPG05,23.93,6,10,Kartu Kredit
NST-2603-06114,Reguler,WH-SUB03,5.52,3,6,COD
NST-2603-06115,Reguler,WH-UPG05,5.12,3,5,Transfer Bank
NST-2603-06116,Express,WH-KNO04,2.44,1,1,Transfer Bank
NST-2603-06117,Express,WH-UPG05,1.56,2,2,E-Wallet
NST-2603-06118,Sameday,WH-BDO02,2.21,1,1,Transfer Bank
NST-2603-06119,Reguler,WH-JKT01,7.59,3,5,Kartu Kredit
NST-2603-06120,Express,WH-BDO02,4.57,1,1,Transfer Bank
NST-2603-06121,Reguler,WH-JKT01,10.34,5,7,E-Wallet
NST-2603-06122,Reguler,WH-SUB03,2.05,3,3,Transfer Bank
NST-2603-06123,Reguler,WH-JKT01,13.29,3,2,Transfer Bank
NST-2603-06124,Sameday,WH-KNO04,0.76,1,1,COD
NST-2603-06125,Express,WH-UPG05,2.84,1,2,Kartu Kredit
NST-2603-06126,Express,WH-BDO02,3.08,2,2,E-Wallet
NST-2603-06127,Reguler,WH-JKT01,11.98,4,6,COD
NST-2603-06128,Reguler,WH-BDO02,7.13,5,8,E-Wallet
NST-2603-06129,Reguler,WH-UPG05,13.25,4,4,Transfer Bank
NST-2603-06130,Reguler,WH-SUB03,13.27,5,5,E-Wallet
NST-2603-06131,Reguler,WH-UPG05,8.61,5,5,COD
NST-2603-06132,Express,WH-SUB03,0.63,2,3,Transfer Bank
NST-2603-06133,Reguler,WH-BDO02,11.5,3,6,COD
NST-2603-06134,Reguler,WH-SUB03,7.9,5,4,Kartu Kredit
NST-2603-06135,Reguler,WH-SUB03,8.62,5,8,Kartu Kredit
NST-2603-06136,Reguler,WH-SUB03,,5,7,Kartu Kredit
NST-2603-06137,Reguler,WH-SUB03,7.7,3,5,E-Wallet
NST-2603-06138,Kargo,WH-SUB03,88.87,5,8,Kartu Kredit
NST-2603-06139,Express,WH-JKT01,4.55,2,2,E-Wallet
NST-2603-06140,Express,WH-SUB03,,1,1,E-Wallet
NST-2603-06141,Reguler,WH-SUB03,8.57,3,5,COD
NST-2603-06142,Reguler,WH-UPG05,3.53,3,3,Transfer Bank
NST-2603-06143,Reguler,WH-UPG05,5.59,5,6,Transfer Bank
NST-2603-06144,Kargo,WH-UPG05,99.37,5,5,COD
NST-2603-06145,Express,WH-SUB03,,2,2,Kartu Kredit
NST-2603-06146,Reguler,WH-UPG05,14.12,5,7,COD
NST-2603-06147,Reguler,WH-JKT01,6.67,5,6,COD
NST-2603-06148,Reguler,WH-BDO02,8.32,3,2,Transfer Bank
NST-2603-06149,Express,WH-UPG05,4.92,1,1,E-Wallet
NST-2603-06150,Kargo,WH-UPG05,65.43,5,7,COD
NST-2603-06151,Reguler,WH-JKT01,14.37,4,7,COD
NST-2603-06152,Reguler,WH-KNO04,,5,8,E-Wallet
NST-2603-06153,Reguler,WH-KNO04,,5,6,Transfer Bank
NST-2603-06154,Reguler,WH-JKT01,8.59,5,8,Kartu Kredit
NST-2603-06155,Reguler,WH-UPG05,14.34,5,4,COD
NST-2603-06156,Reguler,WH-BDO02,12.91,3,2,Kartu Kredit
NST-2603-06157,Express,WH-UPG05,3.61,1,3,Kartu Kredit
NST-2603-06158,Express,WH-JKT01,4.29,1,3,COD
NST-2603-06159,Reguler,WH-JKT01,11.03,4,7,Kartu Kredit
NST-2603-06160,Express,WH-SUB03,4.86,2,4,COD
NST-2603-06161,Reguler,WH-JKT01,5.17,5,5,E-Wallet
NST-2603-06162,Reguler,WH-SUB03,12.85,5,6,E-Wallet
NST-2603-06163,Reguler,WH-JKT01,8.75,5,8,E-Wallet
NST-2603-06164,Reguler,WH-SUB03,4.97,3,2,E-Wallet
NST-2603-06165,Reguler,WH-SUB03,8.11,4,7,Transfer Bank
NST-2603-06166,Reguler,WH-UPG05,2.28,3,5,E-Wallet
NST-2603-06167,Reguler,WH-SUB03,13.53,3,3,COD
NST-2603-06168,Sameday,WH-KNO04,1.62,1,2,COD
NST-2603-06169,Reguler,WH-JKT01,8.55,4,4,COD
NST-2603-06170,Reguler,WH-BDO02,1.37,5,5,Kartu Kredit
NST-2603-06171,Reguler,WH-JKT01,,5,7,COD
NST-2603-06172,Express,WH-UPG05,0.79,1,3,Transfer Bank
NST-2603-06173,Reguler,WH-UPG05,7.93,5,7,Transfer Bank
NST-2603-06174,Express,WH-SUB03,2.94,2,3,Transfer Bank
NST-2603-06175,Reguler,WH-UPG05,13.81,5,8,Transfer Bank
NST-2603-06176,Reguler,WH-UPG05,11.06,5,7,Transfer Bank
NST-2603-06177,Reguler,WH-JKT01,5.48,3,3,Transfer Bank
NST-2603-06178,Reguler,WH-KNO04,,5,5,E-Wallet
NST-2603-06179,Reguler,WH-KNO04,12.07,5,4,Transfer Bank
NST-2603-06180,Reguler,WH-SUB03,10.54,5,6,Kartu Kredit
NST-2603-06181,Reguler,WH-UPG05,10.01,3,5,Transfer Bank
NST-2603-06182,Reguler,WH-UPG05,6.16,5,5,COD
NST-2603-06183,Reguler,WH-KNO04,13.36,5,6,COD
NST-2603-06184,Sameday,WH-SUB03,2.39,1,2,Kartu Kredit
NST-2603-06185,Reguler,WH-UPG05,11.19,4,6,Transfer Bank
NST-2603-06186,Express,WH-SUB03,2.55,2,4,E-Wallet
NST-2603-06187,Express,WH-JKT01,3.53,1,1,E-Wallet
NST-2603-06188,Reguler,WH-UPG05,13.6,3,4,E-Wallet
NST-2603-06189,Reguler,WH-UPG05,12.93,3,4,E-Wallet
NST-2603-06190,Reguler,WH-UPG05,3.56,4,5,Transfer Bank
NST-2603-06191,Express,WH-KNO04,3.17,2,3,Kartu Kredit
NST-2603-06192,Express,WH-KNO04,2.09,1,1,E-Wallet
NST-2603-06193,Express,WH-UPG05,3.37,2,2,Transfer Bank
NST-2603-06194,Kargo,WH-UPG05,74.68,7,8,Transfer Bank
NST-2603-06195,Express,WH-JKT01,4.24,2,3,Transfer Bank
NST-2603-06196,Reguler,WH-JKT01,8.65,3,3,Transfer Bank
NST-2603-06197,Reguler,WH-SUB03,5.76,5,4,Transfer Bank
NST-2603-06198,Express,WH-SUB03,0.86,1,2,COD
NST-2603-06199,Reguler,WH-KNO04,3.61,5,6,Transfer Bank
NST-2603-06200,Reguler,WH-BDO02,3.49,4,6,Transfer Bank
NST-2603-06201,Express,WH-JKT01,1.25,2,3,Transfer Bank
NST-2603-06202,Reguler,WH-SUB03,6.65,5,5,COD
NST-2603-06203,Kargo,WH-JKT01,89.47,7,8,COD
NST-2603-06204,Express,WH-JKT01,2.88,1,2,Kartu Kredit
NST-2603-06205,Reguler,WH-BDO02,2.43,5,6,Kartu Kredit
NST-2603-06206,Kargo,WH-JKT01,64.79,7,7,Transfer Bank
NST-2603-06207,Reguler,WH-BDO02,6.12,4,5,E-Wallet
NST-2603-06208,Reguler,WH-BDO02,8.27,5,7,Transfer Bank
NST-2603-06209,Reguler,WH-JKT01,5.54,4,7,Kartu Kredit
NST-2603-06210,Reguler,WH-JKT01,11.58,5,6,
NST-2603-06211,Reguler,WH-SUB03,12.55,5,6,E-Wallet
NST-2603-06212,Reguler,WH-JKT01,3.72,3,2,Kartu Kredit
NST-2603-06213,Reguler,WH-JKT01,2.68,5,8,Transfer Bank
NST-2603-06214,Reguler,WH-JKT01,12.54,5,8,Kartu Kredit
NST-2603-06215,Express,WH-SUB03,4.61,1,1,E-Wallet
NST-2603-06216,Express,WH-BDO02,0.71,2,2,COD
NST-2603-06217,Reguler,WH-SUB03,9.15,5,6,Transfer Bank
NST-2603-06218,Reguler,WH-JKT01,2.2,4,3,Kartu Kredit
NST-2603-06219,Reguler,WH-UPG05,6.52,4,4,Kartu Kredit
NST-2603-06220,Reguler,WH-JKT01,5.11,3,4,Kartu Kredit
NST-2603-06221,Express,WH-SUB03,4.22,1,2,COD
NST-2603-06222,Express,WH-SUB03,1.47,1,1,COD
NST-2603-06223,Reguler,WH-KNO04,9.67,3,4,Transfer Bank
NST-2603-06224,Reguler,WH-UPG05,7.66,3,5,Transfer Bank
NST-2603-06225,Reguler,WH-SUB03,,5,4,Transfer Bank
NST-2603-06226,Express,WH-BDO02,4.33,2,3,Kartu Kredit
NST-2603-06227,Reguler,WH-JKT01,14.44,3,2,COD
NST-2603-06228,Sameday,WH-BDO02,2.88,1,2,
NST-2603-06229,Express,WH-SUB03,4.39,1,3,COD
NST-2603-06230,Reguler,WH-SUB03,14.31,3,4,E-Wallet
NST-2603-06231,Reguler,WH-BDO02,11.87,3,2,Transfer Bank
NST-2603-06232,Kargo,WH-BDO02,50.63,5,8,COD
NST-2603-06233,Reguler,WH-KNO04,10.75,5,4,Transfer Bank
NST-2603-06234,Reguler,WH-JKT01,8.86,5,7,COD
NST-2603-06235,Reguler,WH-BDO02,11.61,5,5,COD
NST-2603-06236,Express,WH-JKT01,2.12,1,2,Kartu Kredit
NST-2603-06237,Express,WH-UPG05,2.87,1,3,E-Wallet
NST-2603-06238,Express,WH-SUB03,1.23,2,3,Transfer Bank
NST-2603-06239,Kargo,WH-BDO02,64.59,5,7,COD
NST-2603-06240,Kargo,WH-UPG05,24.67,6,9,Transfer Bank
NST-2603-06241,Kargo,WH-SUB03,60.52,6,10,COD
NST-2603-06242,Reguler,WH-KNO04,7.19,4,7,E-Wallet
NST-2603-06243,Reguler,WH-SUB03,2.94,4,4,COD
NST-2603-06244,Express,WH-BDO02,2.02,2,4,COD
NST-2603-06245,Express,WH-UPG05,3.34,2,4,Transfer Bank
NST-2603-06246,Express,WH-UPG05,4.08,2,3,E-Wallet
NST-2603-06247,Reguler,WH-UPG05,,4,7,COD
NST-2603-06248,Express,WH-SUB03,4.81,1,2,Transfer Bank
NST-2603-06249,Express,WH-JKT01,4.16,1,1,COD
NST-2603-06250,Reguler,WH-JKT01,1.36,4,5,Transfer Bank
NST-2603-06251,Reguler,WH-SUB03,1.6,3,2,E-Wallet
NST-2603-06252,Reguler,WH-BDO02,9.95,4,5,Kartu Kredit
NST-2603-06253,Reguler,WH-SUB03,2.02,5,5,E-Wallet
NST-2603-06254,Reguler,WH-JKT01,10.0,3,3,Transfer Bank
NST-2603-06255,Reguler,WH-SUB03,13.16,3,4,E-Wallet
NST-2603-06256,Reguler,WH-UPG05,1.08,3,3,Transfer Bank
NST-2603-06257,Express,WH-BDO02,0.65,2,3,Transfer Bank
NST-2603-06258,Express,WH-BDO02,3.35,1,3,E-Wallet
NST-2603-06259,Express,WH-KNO04,0.95,1,3,Kartu Kredit
NST-2603-06260,Reguler,WH-SUB03,12.92,4,5,E-Wallet
NST-2603-06261,Reguler,WH-UPG05,6.36,5,8,Transfer Bank
NST-2603-06262,Kargo,WH-SUB03,99.61,7,11,Kartu Kredit
NST-2603-06263,Reguler,WH-KNO04,7.99,4,4,Transfer Bank
NST-2603-06264,Sameday,WH-KNO04,1.56,1,1,Kartu Kredit
NST-2603-06265,Express,WH-SUB03,4.77,2,4,E-Wallet
NST-2603-06266,Reguler,WH-SUB03,3.1,5,7,E-Wallet
NST-2603-06267,Sameday,WH-SUB03,0.82,1,1,Transfer Bank
NST-2603-06268,Reguler,WH-JKT01,13.87,5,5,Kartu Kredit
NST-2603-06269,Reguler,WH-KNO04,14.3,4,4,Transfer Bank
NST-2603-06270,Express,WH-BDO02,1.48,1,3,Kartu Kredit
NST-2603-06271,Reguler,WH-JKT01,12.31,3,6,Transfer Bank
NST-2603-06272,Kargo,WH-UPG05,30.7,5,10,E-Wallet
NST-2603-06273,Reguler,WH-BDO02,3.8,3,3,COD
NST-2603-06274,Reguler,WH-BDO02,9.78,3,2,Transfer Bank
NST-2603-06275,Reguler,WH-BDO02,1.83,5,4,COD
NST-2603-06276,Express,WH-KNO04,2.84,1,1,E-Wallet
NST-2603-06277,Reguler,WH-UPG05,7.85,4,5,COD
NST-2603-06278,Reguler,WH-JKT01,7.48,3,6,Kartu Kredit
NST-2603-06279,Express,WH-UPG05,1.24,1,3,COD
NST-2603-06280,Reguler,WH-JKT01,8.26,4,6,Transfer Bank
NST-2603-06281,Express,WH-KNO04,2.55,1,3,COD
NST-2603-06282,Reguler,WH-UPG05,7.72,3,4,Kartu Kredit
NST-2603-06283,Express,WH-BDO02,3.86,2,3,E-Wallet
NST-2603-06284,Express,WH-UPG05,3.32,2,4,Kartu Kredit
NST-2603-06285,Reguler,WH-KNO04,6.3,4,4,Transfer Bank
NST-2603-06286,Reguler,WH-KNO04,5.56,5,4,Kartu Kredit
NST-2603-06287,Kargo,WH-KNO04,60.87,7,7,COD
NST-2603-06288,Reguler,WH-JKT01,6.35,5,7,COD
NST-2603-06289,Sameday,WH-UPG05,2.32,1,1,Kartu Kredit
NST-2603-06290,Reguler,WH-BDO02,8.69,4,3,COD
NST-2603-06291,Reguler,WH-BDO02,14.44,3,5,COD
NST-2603-06292,Reguler,WH-SUB03,3.46,5,7,Transfer Bank
NST-2603-06293,Sameday,WH-KNO04,,1,2,Transfer Bank
NST-2603-06294,Reguler,WH-BDO02,12.02,3,5,Transfer Bank
NST-2603-06295,Kargo,WH-KNO04,94.06,7,8,E-Wallet
NST-2603-06296,Kargo,WH-BDO02,97.33,7,11,E-Wallet
NST-2603-06297,Reguler,WH-UPG05,3.55,3,4,Transfer Bank
NST-2603-06298,Reguler,WH-SUB03,14.37,3,6,Kartu Kredit
NST-2603-06299,Express,WH-KNO04,2.35,1,3,Kartu Kredit
NST-2603-06300,Reguler,WH-JKT01,11.26,3,2,Kartu Kredit
NST-2603-06301,Express,WH-JKT01,4.34,2,4,Transfer Bank
NST-2603-06302,Reguler,WH-BDO02,4.31,3,4,E-Wallet
NST-2603-06303,Reguler,WH-UPG05,4.31,5,5,COD
NST-2603-06304,Express,WH-KNO04,3.44,1,2,Kartu Kredit
NST-2603-06305,Reguler,WH-SUB03,12.05,5,5,Transfer Bank
NST-2603-06306,Reguler,WH-UPG05,5.48,5,5,Transfer Bank
NST-2603-06307,Reguler,WH-BDO02,,4,5,COD
NST-2603-06308,Reguler,WH-UPG05,11.32,4,6,E-Wallet
NST-2603-06309,Reguler,WH-SUB03,3.26,4,4,E-Wallet
NST-2603-06310,Express,WH-UPG05,1.61,2,3,Transfer Bank
NST-2603-06311,Reguler,WH-KNO04,5.66,3,6,COD
NST-2603-06312,Reguler,WH-BDO02,,4,7,E-Wallet
NST-2603-06313,Express,WH-SUB03,3.72,2,4,COD
NST-2603-06314,Reguler,WH-BDO02,13.51,3,3,COD
NST-2603-06315,Reguler,WH-KNO04,7.14,5,8,Transfer Bank
NST-2603-06316,Kargo,WH-SUB03,33.95,5,9,COD
NST-2603-06317,Express,WH-SUB03,0.75,1,1,COD
NST-2603-06318,Reguler,WH-BDO02,7.56,3,6,COD
NST-2603-06319,Express,WH-UPG05,1.01,2,4,Kartu Kredit
NST-2603-06320,Reguler,WH-UPG05,2.94,4,5,COD
NST-2603-06321,Express,WH-JKT01,1.17,1,1,COD
NST-2603-06322,Reguler,WH-JKT01,2.89,5,4,Transfer Bank
NST-2603-06323,Reguler,WH-SUB03,11.21,4,6,E-Wallet
NST-2603-06324,Reguler,WH-BDO02,8.67,5,4,E-Wallet
NST-2603-06325,Reguler,WH-SUB03,13.37,3,2,COD
NST-2603-06326,Reguler,WH-BDO02,7.85,4,7,Transfer Bank
NST-2603-06327,Sameday,WH-KNO04,1.8,1,2,Transfer Bank
NST-2603-06328,Reguler,WH-JKT01,7.14,5,8,COD
NST-2603-06329,Reguler,WH-SUB03,10.71,5,5,COD
NST-2603-06330,Reguler,WH-KNO04,10.34,5,6,E-Wallet
NST-2603-06331,Reguler,WH-UPG05,4.32,4,4,E-Wallet
NST-2603-06332,Express,WH-JKT01,4.09,2,2,
NST-2603-06333,Reguler,WH-BDO02,1.24,3,3,COD
NST-2603-06334,Reguler,WH-UPG05,13.92,4,4,
NST-2603-06335,Reguler,WH-UPG05,12.41,5,4,Transfer Bank
NST-2603-06336,Express,WH-KNO04,2.57,2,2,Kartu Kredit
NST-2603-06337,Reguler,WH-SUB03,14.36,4,4,Kartu Kredit
NST-2603-06338,Reguler,WH-SUB03,13.58,5,8,Kartu Kredit
NST-2603-06339,Reguler,WH-KNO04,11.91,3,2,Transfer Bank
NST-2603-06340,Reguler,WH-UPG05,3.34,5,8,Kartu Kredit
NST-2603-06341,Reguler,WH-JKT01,11.49,5,8,COD
NST-2603-06342,Express,WH-UPG05,1.86,1,1,COD
NST-2603-06343,Express,WH-KNO04,3.44,2,3,Kartu Kredit
NST-2603-06344,Express,WH-UPG05,3.25,1,1,Kartu Kredit
NST-2603-06345,Reguler,WH-UPG05,9.07,3,2,E-Wallet
NST-2603-06346,Reguler,WH-UPG05,3.95,4,3,Transfer Bank
NST-2603-06347,Reguler,WH-UPG05,2.3,5,7,E-Wallet
NST-2603-06348,Sameday,WH-JKT01,0.86,1,1,Transfer Bank
NST-2603-06349,Reguler,WH-BDO02,11.24,3,3,E-Wallet
NST-2603-06350,Express,WH-BDO02,1.21,1,1,COD
NST-2603-06351,Reguler,WH-SUB03,6.74,5,7,Transfer Bank
NST-2603-06352,Reguler,WH-BDO02,1.75,5,5,
NST-2603-06353,Reguler,WH-BDO02,2.62,5,4,Transfer Bank
NST-2603-06354,Reguler,WH-BDO02,2.46,4,6,Transfer Bank
NST-2603-06355,Kargo,WH-UPG05,29.68,5,5,E-Wallet
NST-2603-06356,Sameday,WH-UPG05,1.62,1,1,Kartu Kredit
NST-2603-06357,Reguler,WH-JKT01,10.26,5,6,E-Wallet
NST-2603-06358,Reguler,WH-UPG05,14.05,5,7,Kartu Kredit
NST-2603-06359,Kargo,WH-UPG05,79.74,5,9,E-Wallet
NST-2603-06360,Express,WH-BDO02,1.82,1,1,Kartu Kredit
NST-2603-06361,Reguler,WH-JKT01,6.32,3,5,Transfer Bank
NST-2603-06362,Reguler,WH-JKT01,1.19,3,6,COD
NST-2603-06363,Reguler,WH-BDO02,10.11,3,5,Kartu Kredit
NST-2603-06364,Reguler,WH-BDO02,11.87,5,6,E-Wallet
NST-2603-06365,Reguler,WH-JKT01,11.7,3,3,Transfer Bank
NST-2603-06366,Reguler,WH-KNO04,2.41,4,4,E-Wallet
NST-2603-06367,Reguler,WH-BDO02,12.06,4,3,Transfer Bank
NST-2603-06368,Reguler,WH-BDO02,9.75,5,7,Transfer Bank
NST-2603-06369,Reguler,WH-JKT01,13.04,3,4,Kartu Kredit
NST-2603-06370,Express,WH-KNO04,1.18,2,2,E-Wallet
NST-2603-06371,Express,WH-KNO04,1.08,2,3,
NST-2603-06372,Reguler,WH-SUB03,10.81,5,5,E-Wallet
NST-2603-06373,Kargo,WH-KNO04,77.73,6,8,Transfer Bank
NST-2603-06374,Kargo,WH-BDO02,78.88,5,10,Kartu Kredit
NST-2603-06375,Reguler,WH-UPG05,11.02,3,3,COD
NST-2603-06376,Reguler,WH-JKT01,5.83,5,8,COD
NST-2603-06377,Express,WH-BDO02,3.99,2,2,COD
NST-2603-06378,Express,WH-JKT01,1.03,1,2,COD
NST-2603-06379,Sameday,WH-KNO04,0.98,1,2,Kartu Kredit
NST-2603-06380,Kargo,WH-JKT01,46.13,6,10,Kartu Kredit
NST-2603-06381,Express,WH-BDO02,1.88,2,3,Kartu Kredit
NST-2603-06382,Reguler,WH-UPG05,12.85,3,3,E-Wallet
NST-2603-06383,Reguler,WH-BDO02,13.43,4,3,Transfer Bank
NST-2603-06384,Reguler,WH-SUB03,2.97,3,2,
NST-2603-06385,Reguler,WH-JKT01,6.91,4,3,COD
NST-2603-06386,Express,WH-BDO02,1.23,2,4,COD
NST-2603-06387,Reguler,WH-KNO04,7.93,3,6,Transfer Bank
NST-2603-06388,Express,WH-KNO04,3.2,1,1,Transfer Bank
NST-2603-06389,Reguler,WH-BDO02,11.06,3,5,Transfer Bank
NST-2603-06390,Reguler,WH-SUB03,6.97,3,5,Kartu Kredit
NST-2603-06391,Reguler,WH-JKT01,6.77,5,4,Kartu Kredit
NST-2603-06392,Reguler,WH-SUB03,13.04,3,3,Kartu Kredit
NST-2603-06393,Express,WH-UPG05,1.94,1,2,COD
NST-2603-06394,Express,WH-BDO02,3.34,1,3,Kartu Kredit
NST-2603-06395,Sameday,WH-SUB03,1.05,1,1,Transfer Bank
NST-2603-06396,Reguler,WH-UPG05,1.45,5,6,COD
NST-2603-06397,Reguler,WH-SUB03,1.24,3,2,COD
NST-2603-06398,Reguler,WH-UPG05,14.39,4,6,Kartu Kredit
NST-2603-06399,Reguler,WH-KNO04,6.16,5,7,COD
NST-2603-06400,Kargo,WH-KNO04,25.19,6,10,Transfer Bank
NST-2603-06401,Express,WH-BDO02,3.55,2,4,COD
NST-2603-06402,Kargo,WH-SUB03,42.8,6,8,E-Wallet
NST-2603-06403,Reguler,WH-KNO04,4.52,3,3,Transfer Bank
NST-2603-06404,Kargo,WH-JKT01,86.94,5,6,Transfer Bank
NST-2603-06405,Reguler,WH-KNO04,7.08,4,6,Kartu Kredit
NST-2603-06406,Kargo,WH-KNO04,64.4,5,5,Transfer Bank
NST-2603-06407,Reguler,WH-SUB03,2.72,3,6,Transfer Bank
NST-2603-06408,Reguler,WH-UPG05,12.29,3,2,COD
NST-2603-06409,Reguler,WH-JKT01,8.75,5,7,E-Wallet
NST-2603-06410,Kargo,WH-JKT01,51.89,5,8,COD
NST-2603-06411,Reguler,WH-UPG05,3.27,3,5,E-Wallet
NST-2603-06412,Reguler,WH-SUB03,8.62,5,4,Transfer Bank
NST-2603-06413,Kargo,WH-KNO04,84.99,7,7,COD
NST-2603-06414,Reguler,WH-UPG05,7.27,5,6,COD
NST-2603-06415,Reguler,WH-JKT01,1.43,3,6,Kartu Kredit
NST-2603-06416,Reguler,WH-JKT01,14.64,5,4,COD
NST-2603-06417,Reguler,WH-KNO04,7.49,5,4,E-Wallet
NST-2603-06418,Kargo,WH-KNO04,23.4,5,9,E-Wallet
NST-2603-06419,Express,WH-BDO02,1.61,2,2,Transfer Bank
NST-2603-06420,Reguler,WH-UPG05,5.65,4,4,Kartu Kredit
NST-2603-06421,Sameday,WH-KNO04,2.53,1,1,Kartu Kredit
NST-2603-06422,Reguler,WH-BDO02,14.58,4,5,COD
NST-2603-06423,Reguler,WH-SUB03,5.2,4,6,Transfer Bank
NST-2603-06424,Reguler,WH-JKT01,,4,4,
NST-2603-06425,Reguler,WH-UPG05,1.24,3,2,Kartu Kredit
NST-2603-06426,Reguler,WH-SUB03,5.89,4,4,Transfer Bank
NST-2603-06427,Kargo,WH-UPG05,48.43,7,12,COD
NST-2603-06428,Express,WH-UPG05,2.43,2,4,Kartu Kredit
NST-2603-06429,Reguler,WH-KNO04,1.42,4,6,COD
NST-2603-06430,Reguler,WH-BDO02,1.08,3,6,E-Wallet
NST-2603-06431,Express,WH-UPG05,4.12,1,3,E-Wallet
NST-2603-06432,Kargo,WH-SUB03,52.21,5,9,Transfer Bank
NST-2603-06433,Kargo,WH-UPG05,87.07,6,8,COD
NST-2603-06434,Reguler,WH-BDO02,12.52,4,6,Transfer Bank
NST-2603-06435,Express,WH-JKT01,3.13,1,2,E-Wallet
NST-2603-06436,Reguler,WH-UPG05,12.63,5,5,Kartu Kredit
NST-2603-06437,Reguler,WH-SUB03,1.27,5,7,E-Wallet
NST-2603-06438,Reguler,WH-JKT01,6.64,3,4,Transfer Bank
NST-2603-06439,Reguler,WH-JKT01,5.35,4,3,COD
